Order Date,Category,Sales
11/12/2016,Office Supplies,27.696
29/06/2016,Office Supplies,24.96
16/03/2016,Furniture,43.13
13/08/2016,Office Supplies,5.64
14/05/2017,Office Supplies,57.582
14/05/2017,Office Supplies,31.104
14/05/2017,Furniture,30.192
14/05/2017,Technology,43.6
14/05/2017,Office Supplies,4.768
14/05/2017,Office Supplies,10.38
14/05/2017,Office Supplies,13.392
13/07/2018,Technology,39.594
13/07/2018,Furniture,91.008
22/11/2016,Office Supplies,37.94
22/11/2016,Office Supplies,42.8
22/11/2016,Office Supplies,33.63
23/11/2015,Office Supplies,62.808
27/12/2016,Office Supplies,195.64
27/12/2016,Technology,239.9
14/11/2017,Furniture,380.058
14/11/2017,Technology,1199.976
14/11/2017,Furniture,48.576
8/5/2017,Office Supplies,17.94
26/12/2015,Office Supplies,18.264
26/12/2015,Office Supplies,34.656
26/12/2015,Office Supplies,81.552
26/12/2015,Office Supplies,227.136
8/6/2018,Office Supplies,10.36
7/4/2016,Office Supplies,463.248
7/4/2016,Technology,383.952
10/7/2017,Office Supplies,44.856
21/11/2017,Technology,30.345
21/11/2017,Furniture,127.554
21/11/2017,Furniture,77.952
12/11/2018,Office Supplies,14.016
1/11/2015,Office Supplies,69.52
1/11/2015,Office Supplies,5.64
15/05/2017,Office Supplies,13.776
7/11/2015,Office Supplies,245.88
7/11/2015,Office Supplies,36.63
7/11/2015,Office Supplies,22.58
7/11/2015,Office Supplies,12.39
5/10/2018,Office Supplies,39.92
5/10/2018,Office Supplies,61.96
5/10/2018,Office Supplies,19.936
1/6/2018,Office Supplies,3.798
1/6/2018,Office Supplies,27.744
1/6/2018,Technology,158.376
20/11/2018,Furniture,27.58
23/12/2017,Office Supplies,5.553
29/09/2018,Office Supplies,243.92
7/11/2017,Office Supplies,14.96
4/4/2015,Office Supplies,7.184
23/07/2016,Office Supplies,10.512
25/06/2015,Technology,263.96
25/06/2015,Office Supplies,71.632
25/06/2015,Office Supplies,9.328
8/9/2015,Office Supplies,5.88
8/9/2015,Furniture,975.92
8/9/2015,Office Supplies,303.84
8/9/2015,Office Supplies,485.88
12/12/2015,Furniture,12.54
12/12/2015,Office Supplies,8.94
12/12/2015,Furniture,9.24
13/01/2016,Office Supplies,70.008
13/01/2016,Furniture,77.6
13/01/2016,Furniture,464.85
15/12/2018,Office Supplies,10.192
18/12/2017,Office Supplies,1793.98
11/4/2015,Technology,758.352
10/11/2017,Office Supplies,20.368
10/11/2017,Office Supplies,49.848
26/06/2018,Technology,239.97
13/11/2018,Furniture,2404.704
13/11/2018,Office Supplies,563.024
13/11/2018,Office Supplies,344.91
13/11/2018,Office Supplies,8.64
24/11/2018,Technology,89.988
24/11/2018,Office Supplies,229.544
23/05/2018,Office Supplies,1.824
23/05/2018,Office Supplies,18.32
23/05/2018,Office Supplies,48.816
23/05/2018,Office Supplies,1.188
2/12/2015,Technology,119.8
3/10/2015,Office Supplies,61.568
3/10/2015,Office Supplies,6.192
29/07/2017,Office Supplies,2.214
2/11/2018,Office Supplies,5.32
2/11/2018,Furniture,975.92
2/11/2018,Technology,2249.91
2/11/2018,Office Supplies,59.92
8/3/2018,Office Supplies,171.2
8/3/2018,Office Supplies,3.36
16/12/2015,Office Supplies,114.2
28/11/2017,Furniture,182.67
28/11/2017,Technology,101.7
28/11/2017,Office Supplies,1126.02
28/11/2017,Office Supplies,1263.3
23/12/2017,Office Supplies,8.82
23/12/2017,Office Supplies,37.94
23/12/2017,Office Supplies,4.2
23/12/2017,Office Supplies,227.28
23/12/2017,Office Supplies,47.9
23/12/2017,Office Supplies,61.96
23/12/2017,Office Supplies,1117.92
15/10/2015,Furniture,183.372
15/10/2015,Office Supplies,7.968
22/08/2017,Office Supplies,26.352
17/12/2018,Office Supplies,481.32
17/12/2018,Office Supplies,13.98
7/3/2018,Office Supplies,25.92
7/3/2018,Office Supplies,91.59
1/12/2015,Furniture,674.058
14/10/2015,Office Supplies,22.92
14/10/2015,Office Supplies,269.9
18/11/2015,Office Supplies,11.808
18/11/2015,Technology,9.588
14/01/2018,Office Supplies,18.336
14/01/2018,Office Supplies,36.288
14/01/2018,Technology,111.984
14/01/2018,Office Supplies,5.97
14/01/2018,Office Supplies,2.508
24/09/2016,Office Supplies,35.96
24/09/2016,Office Supplies,14.952
9/10/2018,Office Supplies,67.144
9/10/2018,Furniture,254.058
2/1/2017,Furniture,173.94
2/1/2017,Technology,231.98
19/08/2018,Office Supplies,2.296
25/12/2018,Office Supplies,96.08
25/12/2018,Office Supplies,3.62
25/12/2018,Office Supplies,629.1
25/12/2018,Technology,90.48
10/9/2018,Office Supplies,14.88
19/10/2018,Furniture,91.275
1/12/2018,Office Supplies,19.44
1/12/2018,Furniture,897.15
2/9/2015,Office Supplies,57.75
2/9/2015,Office Supplies,14.94
25/03/2018,Office Supplies,23.1
28/09/2016,Office Supplies,12.536
28/09/2016,Office Supplies,1.08
28/09/2016,Office Supplies,4.512
15/03/2016,Technology,16.776
6/1/2018,Office Supplies,33.74
13/01/2015,Office Supplies,1325.85
13/01/2015,Furniture,333.999
13/01/2015,Office Supplies,19.9
6/2/2016,Furniture,1268.82
6/2/2016,Furniture,283.92
6/2/2016,Office Supplies,5.68
21/12/2018,Office Supplies,375.34
5/9/2017,Office Supplies,96.08
5/9/2017,Office Supplies,11.68
5/9/2017,Office Supplies,4.36
4/10/2015,Office Supplies,29.24
27/11/2018,Office Supplies,117.488
27/11/2018,Furniture,18.84
28/10/2017,Office Supplies,12.42
9/6/2016,Office Supplies,12.96
8/12/2018,Office Supplies,69.48
16/03/2016,Technology,85.9
9/6/2015,Office Supplies,18.06
9/6/2015,Office Supplies,79.14
9/6/2015,Furniture,37.4
20/03/2016,Office Supplies,2.512
20/03/2016,Office Supplies,18.864
18/11/2017,Technology,61.192
18/11/2017,Office Supplies,67.84
7/3/2015,Furniture,48.712
7/3/2015,Office Supplies,17.94
7/3/2015,Office Supplies,242.94
15/05/2017,Office Supplies,7.764
25/05/2016,Technology,467.04
2/8/2016,Technology,128.85
2/8/2016,Office Supplies,8.4
2/8/2016,Technology,199.98
2/8/2016,Furniture,110.98
6/11/2017,Furniture,207.984
6/11/2017,Office Supplies,36.112
6/11/2017,Furniture,35.568
6/11/2017,Office Supplies,88.768
7/11/2017,Office Supplies,12.9
18/09/2016,Technology,717.12
7/12/2016,Office Supplies,21.36
7/12/2016,Office Supplies,6.688
7/12/2016,Technology,773.94
9/12/2017,Office Supplies,20.568
9/12/2017,Office Supplies,4.356
9/12/2017,Technology,19.04
16/11/2015,Office Supplies,5.22
6/11/2017,Office Supplies,84.84
6/9/2016,Office Supplies,7.24
3/9/2015,Office Supplies,14.4
24/04/2017,Office Supplies,15.552
24/04/2017,Furniture,1325.76
24/04/2017,Office Supplies,3.108
31/08/2018,Office Supplies,6.672
31/08/2018,Technology,689.408
7/12/2018,Office Supplies,1889.99
18/12/2016,Office Supplies,55.936
18/12/2016,Office Supplies,18.432
18/12/2016,Furniture,20.32
4/11/2015,Office Supplies,52.064
10/3/2018,Office Supplies,48.784
10/3/2018,Office Supplies,13.092
31/01/2017,Technology,109.592
31/01/2017,Office Supplies,56.7
7/5/2018,Technology,79.99
24/05/2017,Office Supplies,69.5
24/05/2017,Office Supplies,191.6
7/10/2017,Office Supplies,10.56
30/04/2015,Technology,47.79
10/11/2016,Office Supplies,714.3
9/11/2016,Technology,2321.9
9/11/2016,Office Supplies,17.94
7/9/2016,Office Supplies,9.522
7/9/2016,Technology,791.964
7/9/2016,Office Supplies,4.923
11/5/2018,Furniture,209.979
21/07/2018,Office Supplies,33.93
21/07/2018,Office Supplies,222.32
21/07/2018,Technology,210.564
24/11/2015,Furniture,35.168
24/11/2015,Technology,1502.376
15/11/2015,Furniture,10.11
15/11/2015,Technology,772.47
15/11/2015,Office Supplies,20.46
23/03/2018,Office Supplies,347.58
18/12/2017,Technology,72.64
18/12/2017,Technology,772.47
18/12/2017,Furniture,39.92
29/07/2018,Office Supplies,33.48
29/07/2018,Technology,461.97
29/07/2018,Office Supplies,137.62
29/07/2018,Furniture,302.67
2/9/2015,Technology,239.976
29/01/2018,Office Supplies,8.34
29/01/2018,Office Supplies,8.57
29/01/2018,Office Supplies,119.616
26/12/2017,Furniture,212.94
26/12/2017,Office Supplies,26.49
9/8/2016,Furniture,687.4
6/4/2015,Furniture,653.55
6/4/2015,Technology,33.9
17/11/2018,Technology,239.96
11/7/2016,Furniture,199.836
11/7/2016,Technology,716
11/7/2016,Office Supplies,221.06
10/11/2017,Office Supplies,67.71
10/11/2017,Office Supplies,129.92
10/11/2017,Furniture,467.46
10/11/2017,Office Supplies,61.4
10/11/2017,Office Supplies,720.76
10/11/2017,Office Supplies,5.184
10/11/2017,Office Supplies,14.7
31/03/2015,Office Supplies,8.134
31/03/2015,Technology,79.984
18/09/2016,Office Supplies,18.54
7/11/2016,Office Supplies,24.4
19/05/2018,Office Supplies,195.64
3/1/2016,Technology,398.4
3/1/2016,Office Supplies,7.056
3/1/2016,Furniture,1352.3976
8/9/2016,Office Supplies,26.4
8/9/2016,Office Supplies,41.88
3/4/2017,Office Supplies,99.846
5/12/2017,Technology,699.98
5/12/2017,Office Supplies,584.82
8/5/2016,Office Supplies,43.98
8/5/2016,Technology,377.97
8/5/2016,Furniture,123.96
22/09/2018,Technology,391.98
30/11/2018,Technology,383.976
30/11/2018,Furniture,1781.682
15/01/2018,Office Supplies,21.4
8/8/2015,Technology,549.99
8/8/2015,Office Supplies,167.535
8/8/2015,Office Supplies,38.34
8/8/2015,Furniture,53.88
8/8/2015,Technology,299.98
5/11/2016,Office Supplies,62.8
25/04/2018,Office Supplies,13.904
20/04/2015,Furniture,744.1
20/04/2015,Office Supplies,44.84
20/04/2015,Furniture,401.59
11/11/2018,Office Supplies,18.24
25/11/2018,Furniture,359.499
25/11/2018,Office Supplies,10.48
18/12/2016,Office Supplies,20.736
8/9/2017,Technology,35.168
8/9/2017,Office Supplies,64.704
6/6/2017,Office Supplies,105.52
19/06/2016,Office Supplies,5.792
5/3/2016,Technology,466.158
5/3/2016,Technology,10.312
5/3/2016,Office Supplies,2.556
4/8/2018,Office Supplies,7.968
4/8/2018,Office Supplies,8.784
30/12/2018,Office Supplies,3.024
23/05/2016,Office Supplies,51.45
6/12/2015,Office Supplies,14.016
6/12/2015,Furniture,214.95
6/12/2015,Technology,35.04
6/12/2015,Furniture,10.776
6/12/2015,Office Supplies,4.6
6/12/2015,Office Supplies,35.168
7/8/2016,Office Supplies,19.152
17/03/2015,Office Supplies,4.448
17/03/2015,Office Supplies,5.184
17/03/2015,Office Supplies,15.552
26/03/2016,Office Supplies,40.032
26/03/2016,Technology,16.776
14/12/2015,Furniture,186.304
19/09/2016,Technology,66.36
25/04/2018,Office Supplies,42.048
25/04/2018,Office Supplies,67.92
18/10/2015,Office Supplies,52.512
18/10/2015,Office Supplies,186.912
18/10/2015,Office Supplies,10.048
13/11/2016,Furniture,17.496
31/01/2017,Office Supplies,15.552
17/11/2017,Office Supplies,10.776
25/07/2018,Office Supplies,3.304
11/11/2018,Office Supplies,35.48
26/09/2016,Office Supplies,34.44
26/09/2016,Technology,629.93
26/09/2016,Office Supplies,79.056
4/4/2015,Office Supplies,232.55
4/4/2015,Technology,99.98
4/4/2015,Office Supplies,19.44
4/4/2015,Office Supplies,12.96
14/09/2015,Furniture,464.292
14/09/2015,Office Supplies,68.46
14/09/2015,Technology,2799.96
14/09/2015,Office Supplies,601.3
14/09/2015,Technology,16.99
14/09/2015,Technology,287.97
14/09/2015,Office Supplies,44.82
29/12/2018,Furniture,101.12
21/06/2016,Technology,107.976
26/11/2018,Office Supplies,58.73
26/11/2018,Office Supplies,93.344
23/10/2017,Office Supplies,17.05
14/12/2016,Office Supplies,8.096
13/11/2017,Furniture,30.36
29/09/2018,Office Supplies,23.34
29/09/2018,Office Supplies,51.55
8/11/2016,Technology,119.9
1/4/2017,Furniture,1317.492
1/4/2017,Office Supplies,63.84
1/4/2017,Office Supplies,3.592
2/2/2018,Furniture,86.26
2/2/2018,Office Supplies,139.04
2/2/2018,Office Supplies,46.8
24/12/2018,Furniture,8.544
24/12/2018,Furniture,842.376
21/06/2015,Technology,1214.85
6/3/2018,Office Supplies,67.78
25/09/2018,Office Supplies,39.9
30/06/2015,Office Supplies,2.688
30/06/2015,Office Supplies,6.6
7/8/2016,Office Supplies,28.4
7/8/2016,Furniture,212.94
30/06/2018,Technology,1001.584
30/06/2018,Furniture,569.058
30/06/2018,Furniture,14.224
26/10/2016,Technology,105.584
26/10/2016,Technology,68.72
30/07/2015,Furniture,1367.84
18/11/2017,Furniture,301.96
6/7/2016,Furniture,170.352
10/11/2015,Office Supplies,3.9
10/11/2015,Office Supplies,12.84
10/11/2015,Office Supplies,15.84
10/11/2015,Furniture,563.94
10/11/2015,Office Supplies,62.94
10/11/2015,Office Supplies,535.41
27/05/2017,Furniture,3504.9
27/05/2017,Office Supplies,144.12
27/05/2017,Office Supplies,314.55
8/3/2016,Office Supplies,3.408
19/10/2018,Office Supplies,2.072
19/10/2018,Furniture,328.3992
5/11/2017,Office Supplies,53.248
26/12/2017,Office Supplies,4.992
13/04/2016,Furniture,37.68
13/04/2016,Technology,258.576
13/04/2016,Office Supplies,75.84
12/9/2018,Office Supplies,45.36
12/9/2018,Office Supplies,45.78
24/09/2018,Office Supplies,40.29
24/09/2018,Office Supplies,38.71
10/10/2016,Office Supplies,1801.632
27/11/2016,Technology,748.752
13/09/2016,Technology,199.96
13/09/2016,Furniture,1516.2
14/11/2018,Technology,167.952
14/11/2018,Office Supplies,45.04
5/5/2018,Office Supplies,23.16
28/11/2015,Furniture,397.6
28/11/2015,Office Supplies,85.96
28/11/2015,Office Supplies,13.12
28/11/2015,Office Supplies,45.66
10/5/2015,Office Supplies,158.13
10/5/2015,Technology,43.6
3/3/2017,Office Supplies,3930.072
3/3/2017,Office Supplies,2.304
3/3/2017,Technology,431.976
3/3/2017,Technology,41.72
15/08/2016,Furniture,104.23
15/08/2016,Office Supplies,70.26
12/9/2016,Office Supplies,9.26
12/9/2016,Office Supplies,105.98
12/9/2016,Office Supplies,1.24
12/9/2016,Office Supplies,20.7
12/9/2016,Office Supplies,28.9
12/9/2016,Office Supplies,27.18
12/1/2016,Office Supplies,465.18
12/5/2016,Office Supplies,36.63
26/09/2017,Office Supplies,51.45
26/09/2017,Office Supplies,7.83
26/09/2017,Office Supplies,35.4
26/09/2017,Office Supplies,29.9
9/9/2018,Office Supplies,17.48
15/04/2018,Office Supplies,79.14
10/6/2018,Office Supplies,8.4
1/9/2018,Furniture,498.26
14/06/2015,Furniture,212.94
18/05/2018,Office Supplies,706.86
18/05/2018,Technology,114.95
18/05/2018,Office Supplies,43.19
12/9/2018,Office Supplies,166.44
21/06/2017,Office Supplies,36.56
21/06/2017,Office Supplies,186.144
21/06/2017,Furniture,353.568
26/11/2015,Office Supplies,81.98
19/03/2018,Office Supplies,14.624
19/03/2018,Furniture,697.16
19/03/2018,Furniture,30.93
19/03/2018,Office Supplies,27.496
18/10/2015,Furniture,605.34
22/08/2018,Furniture,210.008
19/11/2017,Office Supplies,54.96
20/09/2015,Furniture,164.22
20/09/2015,Furniture,362.94
20/09/2015,Technology,59.98
11/9/2017,Office Supplies,332.94
11/9/2017,Office Supplies,39.872
23/09/2017,Office Supplies,13.68
4/8/2018,Office Supplies,3.318
25/07/2017,Office Supplies,10.44
2/8/2017,Furniture,136.464
2/8/2017,Technology,333.576
2/8/2017,Office Supplies,12.544
21/05/2016,Office Supplies,20.768
3/11/2018,Technology,43.5
16/04/2016,Office Supplies,12.576
12/12/2017,Technology,249.95
12/12/2017,Office Supplies,49.12
30/10/2016,Office Supplies,182.91
7/3/2015,Office Supplies,107.648
5/3/2016,Furniture,99.372
5/3/2016,Furniture,33.568
8/8/2017,Office Supplies,10.56
3/1/2018,Office Supplies,38.88
9/10/2018,Office Supplies,35.2
20/10/2018,Office Supplies,45.528
7/9/2015,Technology,196.776
7/9/2015,Office Supplies,2.92
7/9/2015,Furniture,200.795
7/9/2015,Technology,46.688
7/9/2015,Office Supplies,21.864
30/09/2018,Office Supplies,11.76
30/09/2018,Office Supplies,167.94
30/09/2018,Office Supplies,3.89
16/11/2018,Technology,52.44
11/9/2018,Furniture,32.36
11/9/2018,Office Supplies,406.6
16/01/2018,Furniture,27.92
16/01/2018,Furniture,399.672
26/11/2017,Office Supplies,3.744
7/11/2016,Furniture,715.2
14/12/2018,Technology,159.8
14/12/2018,Technology,44.75
13/09/2015,Furniture,340.116
7/12/2015,Office Supplies,105.52
7/9/2018,Technology,13.48
7/10/2018,Office Supplies,85.52
5/9/2016,Furniture,6.16
5/9/2016,Office Supplies,36.84
30/03/2015,Office Supplies,15.84
30/03/2015,Office Supplies,44.4
5/5/2018,Office Supplies,21.24
5/5/2018,Office Supplies,9.552
5/5/2018,Furniture,89.991
30/04/2018,Office Supplies,163.96
8/9/2015,Office Supplies,17.904
8/9/2015,Furniture,966.7
8/9/2015,Office Supplies,182.112
20/06/2018,Office Supplies,4.464
26/12/2016,Furniture,51.588
15/08/2018,Office Supplies,50.4
4/3/2018,Office Supplies,89.568
27/07/2018,Furniture,14.89
27/07/2018,Technology,543.92
23/09/2017,Office Supplies,4.08
23/09/2017,Office Supplies,18.9
30/05/2017,Furniture,2275.5
30/05/2017,Technology,1979.7
30/05/2017,Office Supplies,62.1
16/11/2015,Furniture,37.296
21/09/2015,Furniture,8.544
21/02/2017,Furniture,68.95
21/02/2017,Office Supplies,296.37
21/02/2017,Technology,39.98
19/11/2018,Furniture,191.058
19/11/2018,Office Supplies,13.04
19/11/2018,Office Supplies,1525.188
21/08/2017,Office Supplies,9.216
21/08/2017,Office Supplies,28.048
30/04/2018,Furniture,64.96
30/04/2018,Office Supplies,30.56
2/5/2017,Furniture,187.056
2/10/2018,Furniture,11.808
2/10/2018,Furniture,9.656
2/10/2018,Office Supplies,20.736
2/10/2018,Office Supplies,27.36
2/10/2018,Furniture,2314.116
2/10/2018,Office Supplies,34.236
2/10/2018,Furniture,19.76
18/09/2018,Office Supplies,15.96
4/12/2016,Office Supplies,16.9
4/12/2016,Furniture,25.08
17/01/2016,Office Supplies,6.68
6/1/2015,Office Supplies,19.44
5/3/2016,Technology,31.92
25/12/2017,Office Supplies,33.568
4/9/2017,Furniture,63.94
4/9/2017,Office Supplies,60.6
4/9/2017,Office Supplies,22.72
26/08/2015,Furniture,10.68
26/08/2015,Office Supplies,17.34
26/08/2015,Office Supplies,3.38
21/05/2016,Office Supplies,26.976
16/10/2018,Office Supplies,307.776
9/11/2016,Office Supplies,244.55
9/11/2016,Office Supplies,12.24
9/11/2016,Technology,13.98
9/11/2016,Technology,899.95
21/11/2015,Office Supplies,1.632
21/11/2015,Technology,267.96
11/10/2016,Technology,31.95
21/03/2018,Office Supplies,725.84
21/03/2018,Office Supplies,10.896
21/03/2018,Office Supplies,8.544
4/1/2016,Office Supplies,32.34
4/1/2016,Office Supplies,39.9
9/12/2018,Office Supplies,143.856
6/9/2017,Office Supplies,41.92
6/9/2017,Technology,329.584
3/9/2017,Office Supplies,87.28
13/05/2015,Furniture,279.456
13/05/2015,Office Supplies,8
29/09/2017,Office Supplies,27.24
5/8/2015,Technology,16.36
5/8/2015,Office Supplies,15.78
5/8/2015,Office Supplies,45.98
14/04/2018,Furniture,198.272
9/6/2018,Office Supplies,720.76
29/12/2017,Furniture,70.56
29/12/2017,Office Supplies,81.96
18/01/2015,Office Supplies,64.864
20/11/2017,Technology,151.192
10/6/2018,Technology,88.776
10/6/2018,Office Supplies,11.56
10/6/2018,Office Supplies,15.58
10/9/2018,Office Supplies,85.056
8/4/2018,Furniture,273.96
8/4/2018,Furniture,306.9
24/10/2016,Office Supplies,15.552
24/10/2016,Furniture,347.361
24/10/2016,Office Supplies,10.368
27/05/2018,Technology,98.16
27/05/2018,Office Supplies,31.44
5/12/2015,Office Supplies,348.488
5/12/2015,Office Supplies,172.736
14/08/2017,Office Supplies,15.54
14/08/2017,Technology,105.552
5/9/2017,Office Supplies,25.92
5/9/2017,Office Supplies,15.808
5/9/2017,Office Supplies,10.368
26/06/2018,Technology,358.2
26/06/2018,Technology,545.916
12/3/2018,Office Supplies,40.41
18/02/2018,Technology,167.976
18/02/2018,Technology,109.53
18/02/2018,Office Supplies,9.82
10/11/2018,Office Supplies,26.352
19/11/2015,Office Supplies,22.5
19/11/2015,Office Supplies,9.96
19/11/2015,Office Supplies,213.08
19/11/2015,Furniture,1025.88
18/11/2015,Office Supplies,21.98
24/09/2017,Furniture,63.2
20/11/2017,Office Supplies,39
27/09/2017,Office Supplies,2.907
9/4/2017,Furniture,556.665
21/09/2018,Technology,71.98
21/09/2018,Technology,79.98
24/08/2018,Office Supplies,24.672
24/08/2018,Office Supplies,3.744
22/02/2017,Technology,445.96
22/02/2017,Technology,36.24
22/02/2017,Office Supplies,10.65
8/12/2018,Office Supplies,87.92
8/12/2018,Office Supplies,22.424
8/12/2018,Office Supplies,90.48
8/12/2018,Office Supplies,42.76
18/09/2018,Office Supplies,10.08
18/09/2018,Technology,101.34
11/9/2017,Technology,224.75
23/09/2018,Office Supplies,73.176
23/09/2018,Office Supplies,20.736
23/09/2018,Technology,39.984
6/10/2015,Office Supplies,15.36
23/10/2016,Office Supplies,36.288
23/10/2016,Technology,150.384
31/03/2017,Technology,280.782
31/03/2017,Technology,31.984
29/12/2017,Office Supplies,11.232
3/11/2018,Office Supplies,26.4
20/01/2018,Office Supplies,3.52
3/12/2017,Technology,1649.95
3/12/2017,Furniture,111.9
14/06/2017,Furniture,599.165
2/9/2017,Office Supplies,46.53
5/9/2015,Furniture,31.984
21/10/2018,Office Supplies,161.568
21/10/2018,Office Supplies,4.064
21/10/2018,Office Supplies,6.216
25/04/2018,Office Supplies,8.896
19/10/2016,Office Supplies,1640.7
19/10/2016,Technology,270
5/7/2015,Furniture,19.52
5/7/2015,Office Supplies,9.81
5/7/2015,Furniture,213.216
4/4/2017,Office Supplies,588.784
13/11/2018,Office Supplies,2.064
9/9/2018,Office Supplies,6.368
17/04/2016,Technology,99.6
17/04/2016,Office Supplies,62.296
17/04/2016,Office Supplies,10.71
25/07/2017,Office Supplies,20.936
26/08/2017,Technology,33
26/08/2017,Technology,249.95
12/9/2015,Office Supplies,357.93
12/9/2015,Technology,57.4
12/9/2015,Office Supplies,331.96
12/9/2015,Furniture,40.56
22/07/2017,Office Supplies,86.2
19/05/2018,Office Supplies,38.016
28/04/2018,Office Supplies,8.384
28/04/2018,Office Supplies,6.848
29/12/2018,Office Supplies,19.6
29/12/2018,Furniture,68.46
4/9/2018,Office Supplies,13.344
4/9/2018,Furniture,1478.272
21/03/2015,Office Supplies,16.272
28/09/2018,Furniture,9.24
19/01/2015,Office Supplies,32.34
19/01/2015,Office Supplies,56.064
19/01/2015,Office Supplies,108.72
19/01/2015,Furniture,181.47
14/02/2015,Office Supplies,16.176
9/6/2017,Furniture,122.352
26/09/2015,Furniture,585.552
26/09/2015,Office Supplies,19.44
30/05/2017,Office Supplies,123.92
19/12/2018,Furniture,13.36
19/12/2018,Office Supplies,78.256
19/12/2018,Furniture,102.018
26/12/2018,Office Supplies,750.68
15/06/2018,Office Supplies,44.4
15/06/2018,Office Supplies,84.55
15/06/2018,Office Supplies,17.94
20/11/2017,Office Supplies,128.4
31/03/2015,Office Supplies,1.869
8/10/2018,Technology,103.192
8/10/2018,Technology,36
8/10/2018,Technology,239.96
8/10/2018,Office Supplies,40.68
30/01/2018,Furniture,419.136
12/12/2015,Office Supplies,23.472
24/10/2016,Office Supplies,3.592
1/4/2018,Technology,23.976
1/4/2018,Office Supplies,6.264
1/4/2018,Office Supplies,20.808
1/4/2018,Furniture,218.352
26/01/2018,Office Supplies,18.16
28/11/2015,Office Supplies,7.36
28/11/2015,Office Supplies,41.4
28/11/2015,Furniture,411.332
4/9/2016,Office Supplies,7.656
12/6/2018,Technology,63.92
15/07/2018,Office Supplies,6.56
15/07/2018,Office Supplies,7.83
15/07/2018,Technology,41.9
15/07/2018,Furniture,664.146
15/07/2018,Office Supplies,8.96
2/11/2018,Furniture,3.312
2/11/2018,Office Supplies,20.136
2/11/2018,Office Supplies,8.856
2/11/2018,Technology,859.2
8/10/2017,Office Supplies,61.96
8/4/2017,Office Supplies,17.92
8/10/2016,Furniture,145.9
15/05/2018,Office Supplies,56.704
15/05/2018,Technology,11.12
24/02/2015,Office Supplies,32.896
24/02/2015,Office Supplies,22.776
30/05/2016,Technology,239.97
30/05/2016,Office Supplies,160.32
30/05/2016,Technology,128.85
18/11/2017,Technology,1319.96
4/12/2018,Furniture,239.96
4/12/2018,Furniture,54.768
4/12/2018,Office Supplies,13.392
4/12/2018,Office Supplies,23.92
4/12/2018,Technology,255.968
5/6/2017,Office Supplies,21.552
5/6/2017,Office Supplies,58.24
10/12/2017,Office Supplies,80.28
30/04/2018,Office Supplies,9.78
24/04/2018,Office Supplies,1.81
8/5/2016,Office Supplies,37.94
31/03/2016,Technology,79.96
6/8/2018,Office Supplies,115.296
2/12/2018,Technology,2479.96
6/6/2017,Technology,179.94
6/6/2017,Technology,26.85
6/6/2017,Technology,323.37
6/6/2017,Office Supplies,59.94
6/6/2017,Office Supplies,64.14
6/6/2017,Office Supplies,11.67
6/6/2017,Office Supplies,12.96
13/04/2016,Office Supplies,17.43
22/05/2018,Furniture,181.986
22/05/2018,Office Supplies,1.592
22/05/2018,Office Supplies,22.344
19/12/2017,Furniture,455.97
19/12/2017,Office Supplies,10.44
19/12/2017,Office Supplies,5.214
22/09/2018,Office Supplies,67.4
7/9/2018,Furniture,25.16
7/9/2018,Technology,126.56
28/11/2015,Office Supplies,43.68
28/11/2015,Technology,139.93
12/11/2015,Office Supplies,2.672
12/11/2015,Office Supplies,16.656
12/11/2015,Technology,79.512
12/11/2015,Office Supplies,36.288
12/11/2015,Furniture,67.9932
2/10/2018,Furniture,10.16
14/12/2016,Furniture,6.16
14/12/2016,Office Supplies,56.3
6/12/2016,Office Supplies,6.48
6/12/2016,Office Supplies,1325.85
6/12/2016,Office Supplies,14.94
31/03/2018,Office Supplies,34.54
31/03/2018,Technology,2999.95
31/03/2018,Office Supplies,64.12
13/03/2018,Office Supplies,19.456
13/03/2018,Technology,209.986
13/03/2018,Office Supplies,29.76
13/03/2018,Furniture,89.768
13/03/2018,Technology,959.984
13/03/2018,Office Supplies,15.552
13/03/2018,Technology,34.36
5/12/2015,Office Supplies,98.376
5/12/2015,Office Supplies,29.94
5/12/2015,Office Supplies,17.472
5/12/2015,Technology,36.738
5/12/2015,Technology,179.94
12/12/2017,Furniture,383.64
12/12/2017,Office Supplies,56.52
9/9/2018,Office Supplies,6.56
9/9/2018,Furniture,243.92
9/9/2018,Office Supplies,47.52
4/10/2018,Furniture,19.98
9/5/2017,Office Supplies,8
15/12/2015,Furniture,6.16
30/11/2018,Office Supplies,83.56
30/11/2018,Technology,546.06
30/11/2018,Office Supplies,269.49
19/03/2016,Office Supplies,10.9
19/07/2015,Office Supplies,6.096
8/12/2017,Office Supplies,34.05
8/12/2017,Office Supplies,352.38
13/10/2015,Furniture,245.98
13/10/2015,Office Supplies,18.94
19/11/2018,Office Supplies,59.913
24/09/2018,Technology,391.98
24/09/2018,Technology,437.85
25/09/2016,Office Supplies,68.62
13/02/2018,Office Supplies,25.02
13/02/2018,Office Supplies,10.71
3/10/2015,Office Supplies,55.984
3/10/2015,Office Supplies,14.48
3/10/2015,Technology,142.488
27/08/2017,Office Supplies,14.16
27/08/2017,Office Supplies,79.92
3/12/2016,Office Supplies,590.352
20/09/2017,Furniture,17.088
20/09/2017,Furniture,98.392
25/03/2018,Office Supplies,11.05
6/12/2016,Office Supplies,7.78
31/08/2018,Technology,659.9
